Ensembl_ID,ext_gene,biotype,chr,WT.6dpf.1,WT.6dpf.4,pex5KO.6dpf.1,pex5KO.6dpf.2
ENSDARG00000063344,fam162a,protein_coding,24,4.945036905,5.588452837,5.897794194,5.982161704
ENSDARG00000097685,si:ch211-235i11.3,protein_coding,17,0,0,0,0
ENSDARG00000069301,tmem177,protein_coding,9,0.773671072,0.836143193,0.808653096,1.252490209
ENSDARG00000104901,ostc,protein_coding,7,7.721412992,7.812512806,8.465520956,8.094642789
ENSDARG00000031836,vps37c,protein_coding,1,2.739181937,2.300520784,1.323745211,2.707103416
ENSDARG00000030463,tppp3,protein_coding,7,0,0.836143193,1.702536188,0.758099792
ENSDARG00000070447,slc39a9,protein_coding,17,4.945036905,5.214220877,5.617675383,5.065628019
ENSDARG00000080018,kif16bb,protein_coding,13,1.274547371,1.36207273,1.323745211,0.758099792
ENSDARG00000036109,mtx1b,protein_coding,19,2.185255295,2.699751035,2.002271038,2.363891357
ENSDARG00000029612,gpkow,protein_coding,8,2.577078717,3.146119373,2.95683331,2.984154664
ENSDARG00000075759,samd4a,protein_coding,17,1.940526903,1.36207273,1.323745211,0
ENSDARG00000068484,CABZ01100185.1,processed_transcript,11,3.138447491,2.050008648,2.002271038,2.707103416
ENSDARG00000057635,wdr34,protein_coding,21,0.773671072,0,0,0
ENSDARG00000032737,gria3a,protein_coding,5,0.773671072,0,0,0.758099792
ENSDARG00000053517,EML5,protein_coding,17,0.773671072,1.36207273,0.808653096,0
ENSDARG00000092715,CR847503.1,lincRNA,8,0,0.836143193,0,0.758099792
ENSDARG00000015793,creb3l1,protein_coding,7,0,2.300520784,0,0.758099792
ENSDARG00000044573,cdc42,protein_coding,11,6.509712386,5.885331868,6.207557396,6.775156767
ENSDARG00000025206,syt2a,protein_coding,23,3.783777374,2.050008648,0,3.216476388
ENSDARG00000076270,adamts13,protein_coding,8,0,0,0,0.758099792
ENSDARG00000045415,gnal,protein_coding,24,1.645629537,2.699751035,2.002271038,0.758099792
ENSDARG00000023058,foxo3a,protein_coding,17,5.072203074,3.584216412,3.09013428,4.732088855
ENSDARG00000067711,parvg,protein_coding,25,0,0,0.808653096,0
ENSDARG00000091834,si:ch211-198m17.1,protein_coding,3,0.773671072,2.050008648,2.250317981,1.252490209
ENSDARG00000105445,CR769769.2,processed_transcript,11,0,0,0,0.758099792
ENSDARG00000078805,ap5b1,protein_coding,11,3.250260412,1.746662492,3.324652912,2.984154664
ENSDARG00000058893,nhej1,protein_coding,6,1.274547371,1.36207273,0,0
ENSDARG00000062376,nlgn3b,protein_coding,5,2.884896928,0,1.323745211,2.852269367
ENSDARG00000039490,pitpnaa,protein_coding,15,0,2.300520784,2.646399512,1.252490209
ENSDARG00000020986,ctu1,protein_coding,8,1.645629537,2.300520784,2.250317981,2.363891357
ENSDARG00000101165,si:dkey-157e10.8,protein_coding,4,0,0,0.808653096,0
ENSDARG00000003175,stx5al,protein_coding,21,3.856256294,4.420687829,4.002838239,4.347334249
ENSDARG00000074846,si:dkeyp-68b7.12,protein_coding,2,0.773671072,0,1.702536188,0.758099792
ENSDARG00000026759,ldlrb,protein_coding,6,0,0,0,0
ENSDARG00000033099,kif7,protein_coding,7,2.577078717,3.146119373,2.461908937,2.707103416
ENSDARG00000009341,nrap,protein_coding,12,0,2.300520784,0.808653096,2.155848877
ENSDARG00000090804,gpr155a,protein_coding,9,1.645629537,2.699751035,2.95683331,2.707103416
ENSDARG00000016977,snx27b,protein_coding,16,1.274547371,1.746662492,1.323745211,0.758099792
ENSDARG00000058538,alcamb,protein_coding,15,0,0.836143193,0.808653096,0.758099792
ENSDARG00000102175,hamp,protein_coding,16,11.6707711,9.60876163,10.07415157,10.96587692
ENSDARG00000018153,nt5c1ba,protein_coding,13,0.773671072,0,1.323745211,0
ENSDARG00000054533,araf,protein_coding,5,3.017235177,3.268731171,3.703234334,2.707103416
ENSDARG00000092243,BX005065.1,lincRNA,8,0.773671072,0,0,0
ENSDARG00000038154,isca2,protein_coding,17,4.523439657,4.420687829,4.646762478,5.260331481
ENSDARG00000036420,si:dkey-33c9.6,protein_coding,7,0,0,0,0
ENSDARG00000098726,rptor,protein_coding,6,0,0,0,0
ENSDARG00000037652,C1H7orf26,protein_coding,1,1.940526903,2.699751035,1.323745211,1.912667577
ENSDARG00000027963,camkva,protein_coding,6,1.940526903,0.836143193,0,0.758099792
ENSDARG00000011821,plod2,protein_coding,24,0,0,0.808653096,0
ENSDARG00000035875,tmem54b,protein_coding,19,0,1.36207273,0.808653096,0
ENSDARG00000057074,rpgrb,protein_coding,11,1.645629537,0,2.461908937,0
ENSDARG00000077950,tor1,protein_coding,21,3.250260412,3.268731171,4.002838239,3.821094802
ENSDARG00000079355,flrt2,protein_coding,20,1.645629537,0.836143193,1.323745211,1.252490209
ENSDARG00000044251,rasgef1bb,protein_coding,10,0,0,0,0
ENSDARG00000003144,pxmp2,protein_coding,5,6.487065286,6.500179164,6.625048374,6.559496555
ENSDARG00000016968,tmem214,protein_coding,4,4.768488053,4.909534641,5.025302018,4.07886732
ENSDARG00000090063,fa2h,protein_coding,25,5.244124246,5.491057255,5.502806312,5.336351546
ENSDARG00000033789,ndufb7,protein_coding,1,5.921427292,6.115170368,6.580424419,6.472328832
ENSDARG00000017522,ctdp1,protein_coding,19,0,1.36207273,1.702536188,0.758099792
ENSDARG00000077860,ankhd1,protein_coding,21,5.37323156,5.413437358,5.502806312,5.23407446
ENSDARG00000097025,CR354383.1,antisense,21,0,0,0,0.758099792
ENSDARG00000045015,cyp27b1,protein_coding,11,1.274547371,2.050008648,1.323745211,1.252490209
ENSDARG00000101490,si:ch73-281i18.6,protein_coding,19,0,0,0,0
ENSDARG00000041340,mrpl51,protein_coding,16,0,0,0.808653096,0
ENSDARG00000110990,BX908796.2,lincRNA,15,0,0,0,0
ENSDARG00000045873,frs2a,protein_coding,4,0,0,0,0
ENSDARG00000088072,usp43b,protein_coding,3,0,0,0,0.758099792
ENSDARG00000070874,asmt2,protein_coding,17,0,0,0,0
ENSDARG00000105588,CU464087.1,unprocessed_pseudogene,7,0,0.836143193,0,0
ENSDARG00000075339,ipp,processed_transcript,2,0,0,0,0
ENSDARG00000045641,usp3,protein_coding,25,0.773671072,1.36207273,0.808653096,1.252490209
ENSDARG00000103025,hmgcs1,protein_coding,10,1.940526903,3.146119373,3.429010674,1.620016101
ENSDARG00000061439,ugt5c3,protein_coding,18,1.645629537,2.513901711,0.808653096,1.252490209
ENSDARG00000104269,si:ch211-271d10.2,protein_coding,16,0.773671072,0,0,0
ENSDARG00000052520,sgms2a,protein_coding,1,0,0.836143193,0,0
ENSDARG00000018542,hapln4,protein_coding,22,0,0,0,0.758099792
ENSDARG00000074253,olig3,protein_coding,13,2.185255295,0,0,0
ENSDARG00000078768,abhd15a,protein_coding,15,0.773671072,1.746662492,0.808653096,1.252490209
ENSDARG00000062357,tafa1a,protein_coding,23,0.773671072,0,0,1.252490209
ENSDARG00000068711,crfb4,protein_coding,9,2.884896928,2.300520784,2.809950102,1.252490209
ENSDARG00000043002,vmo1a,protein_coding,3,0,0,0,0
ENSDARG00000090854,lsm11,protein_coding,14,0.773671072,0,0,0
ENSDARG00000056683,cdk5,protein_coding,24,4.281696596,2.300520784,3.212153657,3.216476388
ENSDARG00000078567,lonrf1l,protein_coding,8,5.642799819,4.663538466,5.784331986,5.760943172
ENSDARG00000021444,prf1.2,protein_coding,19,0,0,0,0.758099792
ENSDARG00000029263,hoxb3a,protein_coding,3,0.773671072,2.050008648,1.323745211,1.912667577
ENSDARG00000042515,gpr176,protein_coding,20,1.645629537,0,0,0
ENSDARG00000042018,fhl2a,protein_coding,9,3.925267496,4.252569766,3.324652912,0.758099792
ENSDARG00000036943,golph3l,protein_coding,19,0,0.836143193,2.002271038,1.252490209
ENSDARG00000002355,shpk,protein_coding,5,0,0,0,0
ENSDARG00000044457,gfi1ab,protein_coding,6,0,0,0,0
ENSDARG00000101106,si:ch73-109d9.3,protein_coding,1,1.645629537,1.36207273,2.002271038,1.620016101
ENSDARG00000093521,b3gnt3.3,protein_coding,8,0.773671072,0,0,0
ENSDARG00000058958,trim35-7,protein_coding,3,0,0.836143193,0,0
ENSDARG00000019293,tfdp1a,protein_coding,9,1.274547371,0,0,0.758099792
ENSDARG00000101085,ss18l2,protein_coding,18,1.645629537,1.36207273,1.702536188,0.758099792
ENSDARG00000007250,use1,protein_coding,22,2.394428303,1.36207273,2.461908937,3.216476388
ENSDARG00000011449,fes,protein_coding,7,0.773671072,0,1.702536188,1.252490209
ENSDARG00000099200,zgc:123103,protein_coding,19,9.821851945,9.996971205,10.87589287,10.98420845
ENSDARG00000044753,idh3b,protein_coding,21,0.773671072,1.36207273,0.808653096,0.758099792
ENSDARG00000099086,BX511142.1,antisense,14,0.773671072,0,0,0
ENSDARG00000061371,cdh18a,protein_coding,2,3.138447491,0,0,3.74875189
ENSDARG00000063574,mtg2,protein_coding,23,1.274547371,2.300520784,1.702536188,1.620016101
ENSDARG00000086471,pkig,protein_coding,23,2.577078717,2.300520784,2.002271038,1.252490209
ENSDARG00000002377,mief2,protein_coding,1,2.394428303,1.36207273,3.09013428,2.363891357
ENSDARG00000052129,boka,protein_coding,6,2.185255295,2.300520784,1.323745211,0.758099792
ENSDARG00000097268,CU929145.2,lincRNA,24,0,0,0,0
ENSDARG00000059773,SRCIN1,protein_coding,3,0.773671072,0,0,0
ENSDARG00000095453,si:rp71-17i16.6,protein_coding,23,0,0,0,0.758099792
ENSDARG00000056740,tmeff1b,protein_coding,24,3.783777374,0.836143193,2.002271038,2.545679527
ENSDARG00000033446,tap2t,protein_coding,12,0.773671072,0,0,0
ENSDARG00000099899,si:dkeyp-51g9.4,protein_coding,4,0.773671072,0,0,0
ENSDARG00000077253,alkbh6,protein_coding,5,0,0.836143193,0,0
ENSDARG00000105063,si:ch211-64i20.3,protein_coding,4,0,0.836143193,0,0
ENSDARG00000100694,tnnt2b,protein_coding,6,0,0,0,0
ENSDARG00000093799,setbp1,protein_coding,5,2.739181937,2.513901711,2.646399512,2.155848877
ENSDARG00000018871,henmt1,protein_coding,20,0,0,0,1.252490209
ENSDARG00000102608,zgc:109986,protein_coding,17,2.884896928,3.012110973,0.808653096,1.620016101
ENSDARG00000003818,prkag1,protein_coding,6,5.216856067,6.210042315,5.121881303,5.035537326
ENSDARG00000019156,haus5,protein_coding,8,0.773671072,0,0,0
ENSDARG00000038615,pip4p1a,protein_coding,2,0,0,0,1.620016101
ENSDARG00000092774,tars3,protein_coding,18,1.274547371,2.300520784,0,1.620016101
ENSDARG00000087457,ecscr,protein_coding,21,0,0,0,0.758099792
ENSDARG00000034734,med6,protein_coding,13,3.541541838,3.842939542,4.132137459,3.955730584
ENSDARG00000079283,si:ch211-247j9.1,protein_coding,21,0.773671072,1.746662492,1.702536188,3.104986919
ENSDARG00000021913,ak9,protein_coding,20,0,0,0,0
ENSDARG00000105120,gab2,protein_coding,15,0,0,0,0
ENSDARG00000073688,nav2a,protein_coding,7,2.394428303,2.300520784,1.323745211,2.852269367
ENSDARG00000027141,ube2l3b,protein_coding,5,4.172387395,5.052942562,4.306654879,4.347334249
ENSDARG00000102434,si:dkey-13m1.2,protein_coding,11,0,0.836143193,0,0
ENSDARG00000093111,si:ch211-209l18.2,protein_coding,22,0,0,0,0.758099792
ENSDARG00000010717,chchd10,protein_coding,21,3.541541838,3.584216412,4.132137459,3.507023729
ENSDARG00000020449,yipf3,protein_coding,13,3.354027365,1.36207273,3.526326225,2.852269367
ENSDARG00000101456,acp5b,protein_coding,24,0,0.836143193,0,0.758099792
ENSDARG00000076801,arap3,protein_coding,14,2.185255295,3.012110973,2.646399512,2.545679527
ENSDARG00000003206,chchd6a,protein_coding,23,3.138447491,2.300520784,0.808653096,2.363891357
ENSDARG00000078686,arl8a,protein_coding,22,2.884896928,2.699751035,2.461908937,3.507023729
ENSDARG00000017835,brf1a,protein_coding,13,1.645629537,2.699751035,2.461908937,1.620016101
ENSDARG00000076025,dgkzb,protein_coding,25,1.274547371,1.36207273,1.323745211,0
ENSDARG00000009253,rtraf,protein_coding,17,3.450828987,3.584216412,4.002838239,3.74875189
ENSDARG00000062549,acmsd,protein_coding,9,6.291824238,6.449228299,6.781076832,6.146032321
ENSDARG00000075855,adgre10,protein_coding,1,0,0,0.808653096,0
ENSDARG00000037555,atoh8,protein_coding,14,0,0,0,0.758099792
ENSDARG00000038976,pdcd7,protein_coding,7,2.739181937,2.513901711,2.002271038,2.363891357
ENSDARG00000036588,mhc1zba,protein_coding,1,3.856256294,5.634791017,4.360431738,2.984154664
ENSDARG00000059351,hnrnpa3,protein_coding,9,3.626886762,0,1.702536188,3.216476388
ENSDARG00000078717,itga8,protein_coding,16,0,0.836143193,0,0
ENSDARG00000024219,cdk5rap2,protein_coding,21,0,0.836143193,1.323745211,1.252490209
ENSDARG00000102612,slc15a4,protein_coding,8,0.773671072,0,0.808653096,0
ENSDARG00000075818,dok2,protein_coding,8,0,0,0.808653096,0
ENSDARG00000024771,slc24a5,protein_coding,18,0,0,0,1.620016101
ENSDARG00000100531,abhd14b,protein_coding,6,2.739181937,2.300520784,2.646399512,2.363891357
ENSDARG00000101319,si:ch73-299h12.6,protein_coding,21,3.541541838,3.012110973,2.95683331,2.852269367
ENSDARG00000055445,slc22a15,protein_coding,17,1.274547371,0,1.702536188,1.912667577
ENSDARG00000078529,adgrb1b,protein_coding,19,3.250260412,0,0.808653096,1.620016101
ENSDARG00000052010,ciao2b,protein_coding,7,0,0,0,0.758099792
ENSDARG00000098075,sh3bgrl3,protein_coding,19,6.183309189,6.596981013,6.635991984,6.293173547
ENSDARG00000093780,BX548078.1,unprocessed_pseudogene,15,2.577078717,0.836143193,1.323745211,0.758099792
ENSDARG00000069595,si:ch211-214c7.4,protein_coding,1,0.773671072,0.836143193,0,0
ENSDARG00000045070,itgb3b,protein_coding,12,0.773671072,0,0,0
ENSDARG00000055901,steap4,protein_coding,16,7.941440951,5.018404738,5.595421617,5.207330688
ENSDARG00000093608,ccl34b.1,protein_coding,24,0.773671072,0,1.323745211,1.252490209
ENSDARG00000023111,plg,protein_coding,20,8.300852374,8.111814681,8.504856099,7.936728203
ENSDARG00000020197,rpl5a,protein_coding,2,9.267338676,9.359093706,9.426138762,9.120948786
ENSDARG00000040930,deptor,protein_coding,16,4.333394553,4.983019762,4.068935894,3.821094802
ENSDARG00000099685,gnb5a,protein_coding,25,0.773671072,0,0,0
ENSDARG00000098514,si:ch211-59d8.3,protein_coding,4,0.773671072,0,0,0.758099792
ENSDARG00000077778,adamts9,protein_coding,11,0.773671072,2.050008648,0.808653096,1.620016101
ENSDARG00000057227,si:dkey-222b8.4,protein_coding,19,0.773671072,0,0,0
ENSDARG00000092014,BX294129.1,lincRNA,13,0,0,0,0.758099792
ENSDARG00000043431,b3gntl1,protein_coding,1,0,0,0,0.758099792
ENSDARG00000029905,phyhd1,protein_coding,21,7.851218749,7.978920694,8.306798435,8.200137954
ENSDARG00000077082,agtrap,protein_coding,11,0.773671072,0.836143193,1.323745211,0
ENSDARG00000077581,zzz3,protein_coding,2,3.783777374,3.012110973,2.646399512,3.507023729
ENSDARG00000018593,parp16,protein_coding,25,4.281696596,4.871339044,4.002838239,4.245860736
ENSDARG00000079455,nlgn4xa,protein_coding,1,3.250260412,2.699751035,2.646399512,3.507023729
ENSDARG00000002509,zgc:153911,protein_coding,13,0.773671072,1.746662492,2.95683331,2.984154664
ENSDARG00000010408,igsf9b,protein_coding,8,0,0.836143193,0,0
ENSDARG00000054031,mxd4,protein_coding,1,2.884896928,1.36207273,3.429010674,2.707103416
ENSDARG00000062987,tyw1,protein_coding,15,3.626886762,3.992782157,3.93356628,3.672589002
ENSDARG00000004296,ambp,protein_coding,10,10.1311899,10.23460268,10.39480561,10.05080635
ENSDARG00000039880,arpp19b,protein_coding,25,3.017235177,2.300520784,3.09013428,2.984154664
ENSDARG00000035860,rps28,protein_coding,2,9.311510806,9.210206589,9.054230497,9.463701709
ENSDARG00000041078,chka,protein_coding,18,0.773671072,0,0,0
ENSDARG00000023298,rps27.1,protein_coding,19,9.766508055,10.08095555,10.01460103,10.11426422
ENSDARG00000002219,si:dkey-103j14.5,protein_coding,13,0,0,2.002271038,0
ENSDARG00000098889,si:zfos-128g4.2,protein_coding,5,1.274547371,0,0,0.758099792
ENSDARG00000079391,mrpl42,protein_coding,4,2.577078717,2.050008648,2.002271038,2.155848877
ENSDARG00000040021,ebag9,protein_coding,16,4.691339212,5.086672853,4.46232141,4.84048651
ENSDARG00000036893,f13a1b,protein_coding,7,1.274547371,2.300520784,2.002271038,2.363891357
ENSDARG00000013266,colec11,protein_coding,17,3.626886762,4.310813217,2.809950102,3.319964727
ENSDARG00000071377,hsd11b1la,protein_coding,22,1.940526903,0.836143193,2.250317981,2.545679527
ENSDARG00000037196,arid5b,protein_coding,12,2.185255295,1.36207273,0,1.252490209
ENSDARG00000032264,mybl2b,protein_coding,11,0.773671072,0,0.808653096,0
ENSDARG00000025325,ccsapa,protein_coding,1,0.773671072,0,0,0.758099792
ENSDARG00000056331,ahcyl1,protein_coding,8,3.017235177,2.300520784,2.646399512,1.620016101
ENSDARG00000069888,cldna,protein_coding,15,0.773671072,0.836143193,0,0
ENSDARG00000038363,drd4a,protein_coding,25,0,0,0,0
ENSDARG00000010472,atp1a2a,protein_coding,2,0,0.836143193,0.808653096,0
ENSDARG00000075673,arhgap21b,protein_coding,2,2.577078717,2.300520784,3.78416702,2.545679527
ENSDARG00000017422,apmap,protein_coding,13,6.756913781,7.485881997,7.666570445,7.562419072
ENSDARG00000095804,CT027631.1,antisense,8,0,0,0,0
ENSDARG00000077318,CR376737.1,processed_pseudogene,24,0.773671072,0.836143193,0,1.620016101
ENSDARG00000063390,pvrl2l,protein_coding,19,0.773671072,0,0,0
ENSDARG00000062108,iffo1b,protein_coding,16,1.274547371,0.836143193,0,0
ENSDARG00000075030,stx10,protein_coding,11,1.645629537,1.746662492,0.808653096,1.620016101
ENSDARG00000103155,ext1a,protein_coding,16,1.274547371,0,0,0
ENSDARG00000019235,sema3aa,protein_coding,4,0.773671072,0,0,1.252490209
ENSDARG00000075952,mbd2,protein_coding,5,2.394428303,2.050008648,2.250317981,1.912667577
ENSDARG00000055472,nubp1,protein_coding,3,3.138447491,3.012110973,2.002271038,3.104986919
ENSDARG00000101050,tmc8,protein_coding,11,0.773671072,0,0.808653096,0.758099792
ENSDARG00000097953,BX469902.2,lincRNA,9,0.773671072,0,0,0
ENSDARG00000030867,opn7c,protein_coding,8,0,0.836143193,0,0
ENSDARG00000053383,rprma,protein_coding,9,0.773671072,0,0,0
ENSDARG00000042057,trmt1l,protein_coding,20,0,1.746662492,1.702536188,1.252490209
ENSDARG00000088764,lyplal1,protein_coding,16,1.940526903,0,1.702536188,1.252490209
ENSDARG00000033754,rbm48,protein_coding,19,2.185255295,2.050008648,2.250317981,1.620016101
ENSDARG00000015681,gsk3ab,protein_coding,16,3.138447491,2.300520784,1.323745211,2.707103416
ENSDARG00000079665,gpr158b,protein_coding,2,1.645629537,0,0.808653096,1.252490209
ENSDARG00000021702,pdcd4a,protein_coding,1,5.297161493,5.54057678,5.764522745,5.685438244
ENSDARG00000070846,dazap1,protein_coding,11,1.274547371,2.699751035,0.808653096,1.252490209
ENSDARG00000070507,trpc4a,protein_coding,10,0,0,0.808653096,1.252490209
ENSDARG00000009754,zc3h11a,protein_coding,11,4.478223468,3.919805363,4.510688964,3.821094802
ENSDARG00000004184,nf1b,protein_coding,10,0,0.836143193,0,1.252490209
ENSDARG00000063155,dcaf12,protein_coding,21,0,0.836143193,0.808653096,0.758099792
ENSDARG00000033444,map4k6,protein_coding,21,0.773671072,0,1.323745211,1.620016101
ENSDARG00000079453,atp8b4,protein_coding,25,0.773671072,0,0,0
ENSDARG00000042825,rnf169,protein_coding,15,3.541541838,3.584216412,4.132137459,4.07886732
ENSDARG00000060036,aimp1a,protein_coding,1,4.805568586,5.151855964,4.991616694,4.694067599
ENSDARG00000020926,creb3l3l,protein_coding,8,0.773671072,0,0,0
ENSDARG00000019098,cd82a,protein_coding,7,3.626886762,3.381733771,3.526326225,4.245860736
ENSDARG00000016897,fbxo15,protein_coding,24,0,0.836143193,0,1.252490209
ENSDARG00000037962,psmb7,protein_coding,21,5.987459089,6.355490758,6.751191975,6.516570928
ENSDARG00000096996,BX005392.2,lincRNA,24,0,0,0,0
ENSDARG00000015566,dnmt3ab,protein_coding,17,4.768488053,2.513901711,3.78416702,4.573594558
ENSDARG00000020788,sla2,protein_coding,23,0,0,0,0
ENSDARG00000098428,asic1c,protein_coding,24,0.773671072,0,0,0
ENSDARG00000009350,atg3,protein_coding,6,4.431544157,4.366796267,4.646762478,4.694067599
ENSDARG00000010956,sh3glb1b,protein_coding,2,2.884896928,3.381733771,3.324652912,2.984154664
ENSDARG00000100139,si:ch211-113d22.2,protein_coding,10,0.773671072,0,0,0.758099792
ENSDARG00000076966,pagr1,protein_coding,12,3.783777374,2.699751035,3.429010674,3.59218012
ENSDARG00000042252,eif4h,protein_coding,15,5.816341993,6.449228299,6.2650827,5.760943172
ENSDARG00000042151,skia,protein_coding,8,2.884896928,2.86436823,2.002271038,2.363891357
ENSDARG00000018898,zfand5a,protein_coding,5,6.543030096,6.327550562,6.306769725,6.738268184
ENSDARG00000004274,zgc:112496,protein_coding,24,2.739181937,2.050008648,1.702536188,1.912667577
ENSDARG00000018008,mdh1b,protein_coding,1,0,0,0,0
ENSDARG00000103802,si:ch73-389b16.2,protein_coding,6,0.773671072,0,0,0.758099792
ENSDARG00000052164,znf507,protein_coding,7,1.274547371,1.36207273,2.002271038,1.912667577
ENSDARG00000046141,zgc:162025,protein_coding,8,1.274547371,1.36207273,1.323745211,1.252490209
ENSDARG00000036080,cd81a,protein_coding,7,6.766348792,5.995974915,6.306769725,6.700411583
ENSDARG00000071679,mydgf,protein_coding,22,3.138447491,3.486524492,4.132137459,4.347334249
ENSDARG00000079438,pkp3b,protein_coding,7,3.017235177,2.513901711,3.09013428,2.363891357
ENSDARG00000086457,tnfaip8l1,protein_coding,22,1.940526903,2.513901711,2.250317981,1.912667577
ENSDARG00000101910,pcdh20,protein_coding,14,0,1.746662492,0,1.252490209
ENSDARG00000013076,bmi1b,protein_coding,2,2.577078717,0.836143193,1.323745211,2.363891357
ENSDARG00000044626,ccdc90b,protein_coding,21,0.773671072,0,0.808653096,0
ENSDARG00000015862,rpl5b,protein_coding,6,10.02710945,10.28904094,10.00196725,9.913814831
ENSDARG00000014790,g3bp2,protein_coding,1,4.523439657,3.268731171,3.09013428,3.104986919
ENSDARG00000071396,timm23a,protein_coding,12,5.160723055,5.214220877,5.269735248,4.908475984
ENSDARG00000061791,nyx,protein_coding,9,0,0.836143193,0,0
ENSDARG00000068993,zgc:153631,protein_coding,8,0,0,1.323745211,0
ENSDARG00000075072,rpap1,protein_coding,17,0,0,0,0.758099792
ENSDARG00000056531,nutf2,protein_coding,18,4.11446149,4.310813217,5.182852921,4.07886732
ENSDARG00000011240,ift46,protein_coding,10,3.250260412,1.746662492,2.646399512,2.984154664
ENSDARG00000061185,nat15,protein_coding,3,0.773671072,1.36207273,2.646399512,0.758099792
ENSDARG00000095132,si:ch211-227e10.6,protein_coding,4,0,0,0,0
ENSDARG00000079221,si:ch211-162k9.6,protein_coding,15,1.274547371,0,0,0
ENSDARG00000045857,cebpz,protein_coding,20,1.940526903,2.513901711,0.808653096,2.155848877
ENSDARG00000077299,yars2,protein_coding,25,0.773671072,0,1.323745211,0.758099792
ENSDARG00000033134,ndufaf7,protein_coding,20,0.773671072,1.746662492,1.702536188,0.758099792
ENSDARG00000004433,btk,protein_coding,14,0,0,0,0
ENSDARG00000002994,itpkca,protein_coding,21,2.739181937,1.746662492,1.702536188,1.252490209
ENSDARG00000022177,ddx59,protein_coding,22,0,0,0,0.758099792
ENSDARG00000030311,tmc2b,protein_coding,5,0,0,0,0
ENSDARG00000003420,chrna5,protein_coding,18,1.940526903,0,0,0.758099792
ENSDARG00000045874,yeats4,protein_coding,4,2.185255295,0,1.702536188,1.912667577
ENSDARG00000075666,tsc22d3,protein_coding,14,2.185255295,2.300520784,3.526326225,2.363891357
ENSDARG00000044895,fmoda,protein_coding,11,0,1.36207273,0,0
ENSDARG00000041546,gypc,protein_coding,9,0,0,0,0
ENSDARG00000045691,zcrb1,protein_coding,4,3.541541838,3.381733771,3.429010674,3.216476388
ENSDARG00000098652,pcdh11,protein_coding,14,2.394428303,1.746662492,0.808653096,2.852269367
ENSDARG00000101459,si:dkey-279j5.1,protein_coding,4,0.773671072,0,0.808653096,0
ENSDARG00000017675,utp4,protein_coding,18,3.856256294,4.252569766,2.809950102,3.319964727
ENSDARG00000096118,ost4,protein_coding,4,4.609830557,4.750282091,5.454169245,5.260331481
ENSDARG00000101715,arsg,protein_coding,12,0,0,0,0
ENSDARG00000022918,tbcc,protein_coding,12,3.250260412,1.746662492,1.702536188,2.707103416
ENSDARG00000068602,dalrd3,protein_coding,8,6.343166907,6.423061808,5.803872912,6.611417597
ENSDARG00000002912,adipor1a,protein_coding,11,0.773671072,0.836143193,0.808653096,0
ENSDARG00000079377,arhgef38,protein_coding,1,0,1.36207273,0,0
ENSDARG00000016345,ncoa5,protein_coding,6,5.072203074,4.909534641,4.46232141,4.874881725
ENSDARG00000004034,arhgdig,protein_coding,3,4.478223468,3.584216412,4.192686103,4.347334249
ENSDARG00000054597,cnot6l,protein_coding,5,0,0,0.808653096,0
ENSDARG00000097891,CR751227.2,antisense,3,0.773671072,0,0,0
ENSDARG00000099189,CU856516.1,lincRNA,16,0,0,0.808653096,1.620016101
ENSDARG00000012467,spint1b,protein_coding,20,0,0,0.808653096,0
ENSDARG00000067566,sftpbb,protein_coding,5,1.940526903,0,0,0.758099792
ENSDARG00000058696,tbl1xr1a,protein_coding,11,3.856256294,3.268731171,3.860799679,2.852269367
ENSDARG00000007383,kcnk6,protein_coding,18,0,1.36207273,0.808653096,0
ENSDARG00000063036,psd2,protein_coding,14,3.707463716,4.062244574,4.250795599,3.507023729
ENSDARG00000093079,proca,protein_coding,2,1.274547371,2.050008648,1.702536188,1.912667577
ENSDARG00000019004,smarcd1,protein_coding,22,4.38330386,3.675710598,4.192686103,4.347334249
ENSDARG00000073704,si:dkeyp-72g9.4,protein_coding,21,3.783777374,3.584216412,4.306654879,3.88998269
ENSDARG00000043757,ptbp3,protein_coding,10,5.102317268,4.366796267,4.602815389,4.973405025
ENSDARG00000097342,AL845550.2,lincRNA,20,0,0,0,0.758099792
ENSDARG00000017537,prkag3a,protein_coding,1,0.773671072,0.836143193,0,1.252490209
ENSDARG00000012942,itgb5,protein_coding,9,0,0,1.702536188,0
ENSDARG00000104129,si:dkey-23n7.10,protein_coding,7,2.394428303,2.513901711,2.95683331,2.155848877
ENSDARG00000074156,sgca,protein_coding,12,0,0.836143193,0,0
ENSDARG00000052019,si:ch73-109d9.1,protein_coding,1,0.773671072,0,0.808653096,1.620016101
ENSDARG00000017860,rgs5b,protein_coding,2,4.05411215,4.062244574,3.617490216,2.155848877
ENSDARG00000067507,kctd8,protein_coding,14,3.354027365,0,0.808653096,2.155848877
ENSDARG00000037935,aldh16a1,protein_coding,3,4.876987426,5.786170494,5.429221682,5.23407446
ENSDARG00000093180,CR354547.1,processed_transcript,8,0,0,0,0
ENSDARG00000101047,rtcb,protein_coding,4,2.394428303,1.36207273,2.002271038,1.912667577
ENSDARG00000005754,ptprfb,protein_coding,2,5.779540878,6.210042315,5.897794194,6.280400218
ENSDARG00000052361,il15,protein_coding,1,3.017235177,3.381733771,3.429010674,3.416523852
ENSDARG00000004580,nmnat2,protein_coding,2,3.138447491,1.36207273,0,3.104986919
