Ensembl_ID,ext_gene,biotype,chr,WT.6dpf.1,WT.6dpf.4,pex5KO.6dpf.1,pex5KO.6dpf.2
ENSDARG00000042172,c7a,protein_coding,8,0,0,0,0.758099792
ENSDARG00000007184,zbtb16a,protein_coding,21,3.541541838,2.050008648,2.250317981,3.59218012
ENSDARG00000004415,tcf7l2,protein_coding,12,6.343166907,4.472638564,3.526326225,5.286119155
ENSDARG00000020645,slc7a3a,protein_coding,21,5.852227666,5.723228008,4.412275876,5.286119155
ENSDARG00000034043,irx5a,protein_coding,7,3.991127708,1.746662492,1.702536188,3.104986919
ENSDARG00000093068,c3b.1,protein_coding,22,1.940526903,1.36207273,2.002271038,0.758099792
ENSDARG00000039872,lamtor2,protein_coding,16,2.394428303,1.746662492,2.002271038,2.545679527
ENSDARG00000013351,cirbpb,protein_coding,22,9.690489897,9.463878821,8.995959657,9.509573959
ENSDARG00000103639,si:dkey-36i7.3,protein_coding,15,0,1.36207273,4.250795599,0
ENSDARG00000045228,stub1,protein_coding,24,1.274547371,1.36207273,0.808653096,0
ENSDARG00000061436,col6a2,protein_coding,11,3.250260412,4.420687829,3.860799679,2.984154664
ENSDARG00000031956,tmem63a,protein_coding,4,0.773671072,0.836143193,0.808653096,0
ENSDARG00000016854,neurod2,protein_coding,12,1.645629537,0,0,1.912667577
ENSDARG00000009782,myh11a,protein_coding,6,2.394428303,2.513901711,4.46232141,1.620016101
ENSDARG00000079111,actc1c,protein_coding,25,2.394428303,3.842939542,4.46232141,3.216476388
ENSDARG00000023214,mob2a,protein_coding,25,0,0.836143193,0,0
ENSDARG00000055705,f5,protein_coding,9,8.182507217,8.099475915,8.040562701,7.717349133
ENSDARG00000007108,lipia,protein_coding,21,1.645629537,3.146119373,3.703234334,2.545679527
ENSDARG00000054963,alg1,protein_coding,3,2.577078717,2.300520784,2.809950102,1.620016101
ENSDARG00000105586,BX255967.1,processed_transcript,7,0,0,0,0
ENSDARG00000055506,si:ch211-37e10.1,protein_coding,24,0,0,0.808653096,0.758099792
ENSDARG00000042637,tert,protein_coding,19,0,0.836143193,1.323745211,0.758099792
ENSDARG00000018110,pak4,protein_coding,15,2.394428303,2.513901711,2.809950102,2.363891357
ENSDARG00000025983,l3mbtl3,protein_coding,20,0,0,0,0
ENSDARG00000091411,si:ch211-214p13.9,protein_coding,9,0,0.836143193,1.323745211,0
ENSDARG00000039266,rbm25a,protein_coding,13,2.577078717,1.36207273,1.702536188,2.707103416
ENSDARG00000001498,skap1,protein_coding,12,0,0,0,0
ENSDARG00000041407,rmdn3,protein_coding,20,0.773671072,0,0.808653096,1.252490209
ENSDARG00000078016,dtx4b,protein_coding,1,0.773671072,0,0,0
ENSDARG00000010784,ppp1r12a,protein_coding,4,4.38330386,3.584216412,4.412275876,4.347334249
ENSDARG00000040534,epcam,protein_coding,13,0,1.746662492,0.808653096,1.912667577
ENSDARG00000058285,cpt1b,protein_coding,18,1.645629537,2.86436823,2.461908937,3.88998269
ENSDARG00000034215,rab42a,protein_coding,19,1.645629537,0,1.323745211,2.707103416
ENSDARG00000058381,zgc:171775,protein_coding,23,0,0,0.808653096,0
ENSDARG00000013222,slc35a3a,protein_coding,8,0.773671072,0.836143193,0,0
ENSDARG00000034470,aldoab,protein_coding,12,4.333394553,5.846481315,3.617490216,3.955730584
ENSDARG00000078050,phf19,protein_coding,8,0,0,0,0
ENSDARG00000022951,pth2,protein_coding,17,3.138447491,0,0,0
ENSDARG00000069313,oxa1l,protein_coding,7,0,1.746662492,0,0.758099792
ENSDARG00000098786,rangrf,protein_coding,5,2.739181937,0,0.808653096,2.155848877
ENSDARG00000105364,si:ch73-223f5.1,protein_coding,7,1.274547371,2.050008648,0.808653096,0
ENSDARG00000019420,etnk1,protein_coding,4,3.925267496,5.701621784,3.78416702,5.723684605
ENSDARG00000091813,si:dkey-21a6.5,protein_coding,17,1.274547371,0.836143193,2.250317981,1.620016101
ENSDARG00000077828,slc29a3,protein_coding,13,1.274547371,0.836143193,1.702536188,1.252490209
ENSDARG00000029663,rab1ab,protein_coding,13,6.265451044,6.131421966,6.101015192,6.34316511
ENSDARG00000036051,irx4b,protein_coding,19,0,0,0,0
ENSDARG00000055743,ankrd54,protein_coding,3,2.739181937,2.300520784,2.809950102,2.363891357
ENSDARG00000098635,irf2bp2b,protein_coding,11,4.567281664,4.832104647,3.526326225,4.941305743
ENSDARG00000023152,wdr73,protein_coding,21,0,0,0,0
ENSDARG00000105493,si:ch73-223f5.2,protein_coding,7,0,0.836143193,0,0.758099792
ENSDARG00000002988,tnnt2d,protein_coding,25,0.773671072,2.050008648,1.323745211,2.155848877
ENSDARG00000018073,mrps22,protein_coding,15,1.940526903,1.746662492,2.002271038,1.252490209
ENSDARG00000022218,uck1,protein_coding,21,0.773671072,0.836143193,0.808653096,1.620016101
ENSDARG00000063457,wash1,protein_coding,18,0.773671072,0.836143193,2.002271038,0.758099792
ENSDARG00000092334,CR383672.1,antisense,24,0,0,1.323745211,1.912667577
ENSDARG00000004658,zgc:101810,protein_coding,7,0,2.050008648,1.702536188,1.620016101
ENSDARG00000068194,klf9,protein_coding,5,5.601226237,6.730997615,5.454169245,6.117588956
ENSDARG00000044540,fkbp2,protein_coding,21,5.041446864,4.472638564,4.991616694,5.311453966
ENSDARG00000045306,slc51a,protein_coding,24,8.625109955,9.552542167,9.538298558,8.854128833
ENSDARG00000010021,grpel1,protein_coding,7,5.987459089,6.823924739,6.580424419,6.173925738
ENSDARG00000101443,relch,protein_coding,24,0.773671072,0,0,1.252490209
ENSDARG00000096368,neu3.5,protein_coding,21,0,0.836143193,0,0
ENSDARG00000068759,si:ch211-244o22.2,protein_coding,5,0.773671072,0,1.323745211,0
ENSDARG00000098045,CR751602.2,antisense,5,0,0,0,0.758099792
ENSDARG00000019312,rab39ba,protein_coding,21,0,0,0,0.758099792
ENSDARG00000056594,irx1b,protein_coding,19,1.940526903,0,0,1.912667577
ENSDARG00000052697,fam172a,protein_coding,5,2.884896928,3.268731171,3.324652912,2.155848877
ENSDARG00000087262,zgc:63568,protein_coding,14,0,0,0.808653096,0.758099792
ENSDARG00000096809,si:ch211-168b3.2,protein_coding,2,0,0.836143193,0.808653096,0.758099792
ENSDARG00000012234,psme3,protein_coding,12,0,0.836143193,0,0
ENSDARG00000009299,dusp8a,protein_coding,25,0,0.836143193,0,0
ENSDARG00000099969,zgc:152863,protein_coding,15,2.185255295,0.836143193,0,0.758099792
ENSDARG00000034396,mars1,protein_coding,6,5.37323156,5.244420661,5.403835115,4.84048651
ENSDARG00000096667,hemgn,protein_coding,1,2.739181937,1.36207273,4.848412118,3.955730584
ENSDARG00000068655,dnlz,protein_coding,21,3.856256294,3.919805363,3.526326225,4.07886732
ENSDARG00000055443,zcchc7,protein_coding,1,3.925267496,3.486524492,3.212153657,2.707103416
ENSDARG00000033056,zgc:171927,protein_coding,15,0,0.836143193,0,0
ENSDARG00000017340,uts2b,protein_coding,11,0,0,0.808653096,0
ENSDARG00000079745,si:ch211-166a6.5,protein_coding,8,3.541541838,4.946745031,4.510688964,3.216476388
ENSDARG00000030786,mpi,protein_coding,25,0,0,0,0.758099792
ENSDARG00000029406,h2ax,protein_coding,5,4.281696596,3.992782157,4.412275876,4.973405025
ENSDARG00000030938,fermt3b,protein_coding,14,0.773671072,0,0.808653096,0
ENSDARG00000075849,prr12b,protein_coding,3,4.523439657,1.36207273,1.702536188,3.216476388
ENSDARG00000052480,pdcd11,protein_coding,1,4.431544157,4.871339044,3.78416702,3.74875189
ENSDARG00000044261,si:ch211-243g18.2,protein_coding,10,1.645629537,1.36207273,1.323745211,1.252490209
ENSDARG00000004587,kat5a,protein_coding,5,0.773671072,1.746662492,2.461908937,1.620016101
ENSDARG00000024278,adh8b,protein_coding,13,0.773671072,1.746662492,0.808653096,1.252490209
ENSDARG00000068263,csf1b,protein_coding,8,0,0.836143193,0,0
ENSDARG00000096365,si:ch211-195m9.3,protein_coding,18,0.773671072,0,0,0
ENSDARG00000060395,si:dkey-57k2.7,protein_coding,2,0.773671072,1.36207273,1.323745211,0
ENSDARG00000092896,si:ch211-67f24.7,protein_coding,13,0,0.836143193,0,0
ENSDARG00000044437,cdca5,protein_coding,5,0,0,0.808653096,0.758099792
ENSDARG00000020345,clasp2,protein_coding,19,2.884896928,2.513901711,2.809950102,2.707103416
ENSDARG00000101223,si:ch211-229l10.11,protein_coding,4,0,0,1.323745211,0
ENSDARG00000008107,src,protein_coding,23,0,0,0,0.758099792
ENSDARG00000058088,aifm1,protein_coding,5,0,0,0,0
ENSDARG00000070458,zgc:153292,protein_coding,3,0,1.36207273,0,0
ENSDARG00000063663,clp1,protein_coding,14,1.274547371,1.36207273,1.702536188,0.758099792
ENSDARG00000078179,fndc3ba,protein_coding,2,3.626886762,4.366796267,3.860799679,3.319964727
ENSDARG00000027236,rs1a,protein_coding,11,0.773671072,0.836143193,0,0
ENSDARG00000060515,zdhhc9,protein_coding,14,1.645629537,2.699751035,2.002271038,2.155848877
ENSDARG00000039130,cdkn3,protein_coding,13,0.773671072,0.836143193,0,1.912667577
ENSDARG00000063167,chkb,protein_coding,18,2.739181937,2.86436823,2.461908937,2.852269367
ENSDARG00000063583,map2k4a,protein_coding,3,0.773671072,0,0.808653096,0
ENSDARG00000019613,ip6k2b,protein_coding,6,5.160723055,5.183375384,5.549857029,4.973405025
ENSDARG00000096554,si:dkey-25o16.4,protein_coding,1,0,0,0.808653096,0.758099792
ENSDARG00000034855,ccnb3,protein_coding,7,0.773671072,0,0,0
ENSDARG00000040248,crata,protein_coding,5,0,0.836143193,0.808653096,0
ENSDARG00000075980,tmem125b,protein_coding,2,0,0,0,0.758099792
ENSDARG00000092551,si:dkey-56e3.2,protein_coding,1,0,0.836143193,0.808653096,0
ENSDARG00000004594,znf800a,protein_coding,25,0.773671072,0,0,0.758099792
ENSDARG00000038969,zgc:113142,protein_coding,17,1.274547371,1.746662492,1.702536188,1.252490209
ENSDARG00000077405,psip1b,protein_coding,23,5.642799819,5.465645157,5.025302018,5.797263687
ENSDARG00000020191,ppef1,protein_coding,11,1.645629537,0,0,0.758099792
ENSDARG00000039263,zbtb48,protein_coding,23,0.773671072,0,0,0.758099792
ENSDARG00000055052,map2,protein_coding,9,3.925267496,1.36207273,0,2.545679527
ENSDARG00000062016,vps51,protein_coding,10,0.773671072,0.836143193,0,1.252490209
ENSDARG00000090946,si:zfos-364h11.2,protein_coding,17,0,0.836143193,0.808653096,0
ENSDARG00000071010,tuft1b,protein_coding,19,0,0,0.808653096,0
ENSDARG00000099455,ogt.1,protein_coding,14,1.274547371,2.050008648,1.702536188,2.363891357
ENSDARG00000041199,alg12,protein_coding,4,0,0,0,0.758099792
ENSDARG00000090973,si:dkey-264d12.1,protein_coding,11,0.773671072,0,1.323745211,0.758099792
ENSDARG00000058030,hspa14,protein_coding,4,0,0,0,0
ENSDARG00000029764,mef2ca,protein_coding,10,3.138447491,3.761746742,2.95683331,3.416523852
ENSDARG00000077072,si:ch73-280o22.2,protein_coding,5,0,0,0,0.758099792
ENSDARG00000039881,cemip,protein_coding,7,1.940526903,1.746662492,1.323745211,1.912667577
ENSDARG00000001169,hsd17b8,protein_coding,19,3.783777374,4.909534641,3.93356628,4.347334249
ENSDARG00000061647,nrxn1a,protein_coding,12,5.887242339,3.675710598,3.78416702,5.336351546
ENSDARG00000040334,mat2aa,protein_coding,10,0.773671072,0,0.808653096,1.252490209
ENSDARG00000092825,si:dkey-42p14.3,protein_coding,25,0,0,0,0
ENSDARG00000077751,nol9,protein_coding,23,3.017235177,3.486524492,2.461908937,2.852269367
ENSDARG00000060921,pla2g6,protein_coding,22,1.940526903,0,1.323745211,1.620016101
ENSDARG00000043317,kita,protein_coding,20,0,0,1.323745211,1.912667577
ENSDARG00000088234,si:ch211-217k17.12,protein_coding,1,0,0,0,0
ENSDARG00000017180,npc1,protein_coding,2,5.558419007,5.54057678,5.377993817,5.499550609
ENSDARG00000103586,si:dkey-65j6.2,protein_coding,23,0,0,0,0.758099792
ENSDARG00000075307,kcnq2a,protein_coding,8,0,0,0,0
ENSDARG00000077859,ndufaf4,protein_coding,20,2.185255295,1.36207273,2.002271038,2.545679527
ENSDARG00000028625,jph2,protein_coding,23,0,1.746662492,2.002271038,0.758099792
ENSDARG00000011661,twf1b,protein_coding,4,1.645629537,3.268731171,2.95683331,1.620016101
ENSDARG00000034001,tango6,protein_coding,18,0,0,0,0
ENSDARG00000068219,b3gnt2l,protein_coding,18,0,0,0.808653096,0
ENSDARG00000035596,ISCU,protein_coding,5,3.925267496,4.618129033,4.646762478,4.245860736
ENSDARG00000044827,wnt7aa,protein_coding,11,0,0,0,0
ENSDARG00000075783,hmgxb4a,protein_coding,3,1.274547371,0.836143193,0,1.252490209
ENSDARG00000101903,zfyve9a,protein_coding,2,2.884896928,2.86436823,2.95683331,2.707103416
ENSDARG00000058556,muc5.2,protein_coding,25,1.274547371,3.268731171,1.702536188,0.758099792
ENSDARG00000102119,si:ch73-359m17.2,protein_coding,19,0.773671072,0,0,0
ENSDARG00000010445,trabd,protein_coding,18,2.577078717,1.746662492,1.323745211,1.252490209
ENSDARG00000105448,CR548622.3,lincRNA,11,1.940526903,1.746662492,2.002271038,1.912667577
ENSDARG00000073695,mamdc2b,protein_coding,10,0,0,0,0
ENSDARG00000045608,tafa5b,protein_coding,25,0.773671072,0,0,2.155848877
ENSDARG00000026178,ube3d,protein_coding,16,1.274547371,0,0.808653096,0.758099792
ENSDARG00000103721,si:dkey-122c11.7,protein_coding,4,0,0,0,0.758099792
ENSDARG00000053205,ppfia4,protein_coding,11,3.450828987,1.746662492,0.808653096,2.707103416
ENSDARG00000022968,fxr1,protein_coding,22,3.138447491,3.146119373,2.250317981,2.545679527
ENSDARG00000086670,ice2,protein_coding,25,0.773671072,0.836143193,1.702536188,1.620016101
ENSDARG00000089489,fam83e,protein_coding,11,0,1.36207273,0,0
ENSDARG00000093622,spc24,protein_coding,3,1.645629537,0,0.808653096,0
ENSDARG00000062795,abcb7,protein_coding,14,3.541541838,3.992782157,3.93356628,3.216476388
ENSDARG00000055719,ino80c,protein_coding,16,3.354027365,4.191875668,4.068935894,4.395514265
ENSDARG00000062962,kmt2ba,protein_coding,19,3.354027365,2.300520784,3.617490216,3.104986919
ENSDARG00000068182,crb3b,protein_coding,1,2.739181937,2.86436823,2.250317981,2.363891357
ENSDARG00000073801,si:dkeyp-104h9.5,protein_coding,8,3.626886762,4.062244574,3.703234334,3.88998269
ENSDARG00000061918,cplx2,protein_coding,14,4.431544157,1.746662492,3.09013428,4.573594558
ENSDARG00000034042,dnal1,protein_coding,17,0.773671072,0,0.808653096,0
ENSDARG00000096988,CR589944.1,antisense,11,2.394428303,1.36207273,1.323745211,0.758099792
ENSDARG00000035322,myh7bb,protein_coding,23,1.274547371,2.300520784,1.702536188,1.252490209
ENSDARG00000086851,si:dkey-264d12.5,protein_coding,11,0,0,0.808653096,0
ENSDARG00000013838,sulf2b,protein_coding,23,0,0,0,0.758099792
ENSDARG00000016793,crybb1l2,protein_coding,1,0,0.836143193,0,0
ENSDARG00000016773,cishb,protein_coding,11,0,0,0,0
ENSDARG00000056181,ncam1a,protein_coding,21,1.940526903,0,1.702536188,0.758099792
ENSDARG00000074540,gpr63,protein_coding,20,2.739181937,2.050008648,2.002271038,3.216476388
ENSDARG00000018587,zgc:152658,protein_coding,1,0,0.836143193,0,0
ENSDARG00000002127,stam,protein_coding,2,1.645629537,2.050008648,0.808653096,2.155848877
ENSDARG00000045705,meig1,protein_coding,4,0,0,0,0.758099792
ENSDARG00000077095,si:ch211-160o17.4,protein_coding,11,3.856256294,4.52278342,4.306654879,3.216476388
ENSDARG00000094696,si:dkey-201c13.2,protein_coding,5,0.773671072,0.836143193,1.323745211,1.912667577
ENSDARG00000079622,frmd5,protein_coding,7,0.773671072,1.36207273,0,1.912667577
ENSDARG00000105406,FP236789.2,antisense,7,0,0,0,0
ENSDARG00000102118,slf1,protein_coding,5,1.940526903,0.836143193,0.808653096,0
ENSDARG00000099801,topaz1,protein_coding,19,0,0,0,0.758099792
ENSDARG00000013813,fam219ab,protein_coding,5,0,0,0,0
ENSDARG00000091366,si:dkey-84k17.2,protein_coding,17,0,0,0,0
ENSDARG00000012887,znf143a,protein_coding,7,2.884896928,3.992782157,2.95683331,2.707103416
ENSDARG00000102106,tgm1l1,protein_coding,2,2.185255295,2.513901711,1.323745211,3.216476388
ENSDARG00000039069,slx4ip,protein_coding,13,1.274547371,0,0,1.912667577
ENSDARG00000044541,ppp1r14ba,protein_coding,21,2.739181937,0,1.323745211,1.620016101
ENSDARG00000007244,acp2,protein_coding,7,0,0,0,0
ENSDARG00000014945,znf598,protein_coding,3,4.172387395,4.420687829,4.510688964,4.136706324
ENSDARG00000100971,fxyd6,protein_coding,15,5.041446864,0.836143193,1.323745211,2.155848877
ENSDARG00000040482,osbpl3b,protein_coding,16,0.773671072,1.746662492,1.323745211,1.252490209
ENSDARG00000056410,fdx1,protein_coding,9,4.609830557,3.584216412,5.025302018,4.941305743
ENSDARG00000061066,c2cd2l,protein_coding,5,0,1.36207273,0,0
ENSDARG00000079740,efna2b,protein_coding,11,0,0,0.808653096,1.252490209
ENSDARG00000099220,BX571942.1,processed_transcript,11,1.274547371,0,0,0
ENSDARG00000067560,gtf2h3,protein_coding,5,0.773671072,0,0,0
ENSDARG00000079286,bcr,protein_coding,21,1.940526903,0.836143193,0,0.758099792
ENSDARG00000096932,si:ch211-37e10.2,protein_coding,24,0,2.050008648,0,0.758099792
ENSDARG00000040620,psmg1,protein_coding,10,4.228077007,4.310813217,4.412275876,4.192315613
ENSDARG00000017880,kcnip3b,protein_coding,10,0,0,0,0.758099792
ENSDARG00000059044,epm2a,protein_coding,23,0,0,0,0
ENSDARG00000097652,si:dkey-234i14.2,protein_coding,25,1.645629537,0.836143193,0.808653096,1.912667577
ENSDARG00000086070,fgf20b,protein_coding,14,0.773671072,0,0.808653096,0
ENSDARG00000068374,si:ch211-132b12.7,protein_coding,18,6.63860127,6.284598723,6.412382615,5.997852429
ENSDARG00000014340,rab11al,protein_coding,16,0,0,0.808653096,0
ENSDARG00000105039,phka1b,protein_coding,21,0,0,0,0
ENSDARG00000011376,dnase1l4.2,protein_coding,22,2.394428303,2.699751035,2.250317981,2.363891357
ENSDARG00000078266,twist2,protein_coding,9,0,1.36207273,0,0
ENSDARG00000062565,kcnh4a,protein_coding,3,0,0.836143193,0,0
ENSDARG00000079133,si:dkey-10c21.1,protein_coding,9,0.773671072,1.36207273,0,0
ENSDARG00000075158,igdcc3,protein_coding,7,2.884896928,2.050008648,0.808653096,2.707103416
ENSDARG00000067912,MAN1C1,protein_coding,16,0,0,0,0
ENSDARG00000022418,faf1,protein_coding,8,3.626886762,3.584216412,4.068935894,4.192315613
ENSDARG00000078386,dync1i2a,protein_coding,9,3.450828987,3.012110973,3.429010674,2.707103416
ENSDARG00000034941,si:dkey-224e22.2,protein_coding,18,0.773671072,0,0,0
ENSDARG00000037158,rcc1,protein_coding,16,2.185255295,3.146119373,2.95683331,2.545679527
ENSDARG00000055118,mylipb,protein_coding,16,2.577078717,3.761746742,3.324652912,3.507023729
ENSDARG00000018149,slc38a4,protein_coding,4,8.099093142,8.597506577,7.623231712,7.525006376
ENSDARG00000029431,si:ch211-147k10.5,protein_coding,25,0,0,0,0
ENSDARG00000102783,slc25a35,protein_coding,5,0,0.836143193,0,1.620016101
ENSDARG00000100255,si:ch73-29l19.1,protein_coding,6,1.940526903,1.36207273,1.702536188,1.252490209
ENSDARG00000059701,flii,protein_coding,3,3.138447491,3.146119373,4.250795599,3.88998269
ENSDARG00000078722,clip1a,protein_coding,5,0,0,1.702536188,0.758099792
ENSDARG00000035694,stm,protein_coding,19,2.394428303,2.513901711,4.132137459,2.707103416
ENSDARG00000058133,foxd2,protein_coding,8,0,0,1.323745211,0
ENSDARG00000004979,elovl5,protein_coding,13,0,1.746662492,1.702536188,1.252490209
ENSDARG00000033170,sult2st1,protein_coding,12,2.577078717,2.300520784,1.323745211,2.545679527
ENSDARG00000024276,pcbp4,protein_coding,22,1.940526903,0.836143193,1.702536188,1.620016101
ENSDARG00000011515,orai1a,protein_coding,8,1.940526903,2.300520784,1.702536188,0
ENSDARG00000091851,tsen2,protein_coding,11,2.394428303,3.919805363,2.95683331,3.507023729
ENSDARG00000053021,grsf1,protein_coding,5,4.523439657,5.119632511,4.412275876,3.88998269
ENSDARG00000042115,tmem198a,protein_coding,9,1.274547371,0,0,0
ENSDARG00000101791,kyat3,protein_coding,6,2.394428303,3.675710598,3.526326225,2.363891357
ENSDARG00000088816,trabd2b,protein_coding,8,0.773671072,0,0,0
ENSDARG00000041108,ctsh,protein_coding,18,1.645629537,1.746662492,1.323745211,2.363891357
ENSDARG00000036061,ogfod1,protein_coding,7,0.773671072,0,0,0
ENSDARG00000029179,foxd1,protein_coding,5,0,0,0.808653096,0
ENSDARG00000002172,aplnra,protein_coding,8,1.645629537,1.36207273,0,0.758099792
ENSDARG00000016139,mkks,protein_coding,13,0,0,0,0
ENSDARG00000001354,slc6a22.2,protein_coding,6,5.683208871,5.359269113,6.569049378,5.646150283
ENSDARG00000040505,yif1b,protein_coding,18,2.185255295,2.050008648,2.250317981,1.620016101
ENSDARG00000092473,coa8,protein_coding,13,3.541541838,3.486524492,3.860799679,3.74875189
ENSDARG00000007496,ufl1,protein_coding,20,2.185255295,2.050008648,2.461908937,1.252490209
ENSDARG00000099628,CR855307.1,lincRNA,14,0,0,0,1.252490209
ENSDARG00000077399,ubash3bb,protein_coding,15,0,0.836143193,0,0.758099792
ENSDARG00000096307,cacna1ib,protein_coding,6,0,0,0,0.758099792
ENSDARG00000026865,fam107b,protein_coding,18,0,0,0,0
ENSDARG00000060900,znf362a,protein_coding,11,2.577078717,2.050008648,2.002271038,1.912667577
ENSDARG00000021442,cdh11,protein_coding,7,3.017235177,1.746662492,0,3.104986919
ENSDARG00000074852,myo15b,protein_coding,12,0,0,0,0
ENSDARG00000052376,b3gnt2a,protein_coding,1,0,0,0.808653096,0
ENSDARG00000098475,arr3b,protein_coding,14,2.884896928,0.836143193,0,0
ENSDARG00000097871,si:ch1073-145m9.1,protein_coding,15,0,0,0.808653096,0
ENSDARG00000031203,commd1,protein_coding,1,4.281696596,4.52278342,4.412275876,4.941305743
ENSDARG00000035564,dgcr8,protein_coding,5,0,0,0,0.758099792
ENSDARG00000100826,hif1al,protein_coding,15,5.468794628,6.225265022,4.771100602,4.805251211
ENSDARG00000069100,aldh9a1a.1,protein_coding,8,3.138447491,2.699751035,2.809950102,2.363891357
ENSDARG00000014817,ranbp1,protein_coding,5,5.131815703,6.341588297,5.764522745,5.311453966
ENSDARG00000028131,hccsa.1,protein_coding,2,3.017235177,3.584216412,3.617490216,3.672589002
ENSDARG00000021250,slc25a48,protein_coding,14,6.06596324,3.268731171,5.351681198,4.136706324
ENSDARG00000077465,sorcs2,protein_coding,7,1.645629537,1.746662492,0,0
ENSDARG00000077201,myo7bb,protein_coding,2,0,1.36207273,3.09013428,0
ENSDARG00000056561,asb11,protein_coding,9,1.274547371,0,0,0
ENSDARG00000011825,cetn3,protein_coding,10,2.185255295,1.36207273,0.808653096,0.758099792
ENSDARG00000062986,pnpla7a,protein_coding,21,2.394428303,1.746662492,2.809950102,2.545679527
ENSDARG00000052827,top3a,protein_coding,3,0.773671072,0.836143193,0,1.252490209
ENSDARG00000105528,si:dkey-86l18.10,protein_coding,7,7.201443638,7.145305854,7.837485058,7.429890969
ENSDARG00000098666,si:dkey-93h22.8,protein_coding,11,0,0,1.323745211,0.758099792
ENSDARG00000042829,si:dkey-30j22.1,protein_coding,20,0,1.36207273,0.808653096,0
ENSDARG00000035389,fcho2,protein_coding,5,3.354027365,3.675710598,3.703234334,3.416523852
ENSDARG00000010823,memo1,protein_coding,13,2.739181937,3.381733771,2.95683331,3.821094802
ENSDARG00000005690,slc25a23a,protein_coding,1,3.017235177,2.513901711,2.002271038,2.363891357
ENSDARG00000088967,wnk4b,protein_coding,3,0,1.36207273,2.250317981,1.252490209
ENSDARG00000103787,chd1,protein_coding,10,3.138447491,3.486524492,3.703234334,2.984154664
ENSDARG00000003615,slc26a3.2,protein_coding,4,4.172387395,4.420687829,4.360431738,3.672589002
ENSDARG00000031782,crybg1a,protein_coding,17,0.773671072,2.86436823,3.429010674,1.252490209
ENSDARG00000046013,rasl11a,protein_coding,7,1.274547371,2.300520784,1.702536188,0
ENSDARG00000017119,vps37a,protein_coding,1,0.773671072,1.36207273,1.702536188,0
ENSDARG00000039892,gnpnat1,protein_coding,17,3.138447491,2.513901711,3.212153657,2.707103416
ENSDARG00000103530,zgc:113102,protein_coding,3,0,0,0.808653096,0
ENSDARG00000101977,si:ch211-209n20.59,protein_coding,4,0,0,0,0
ENSDARG00000062135,sytl5,protein_coding,9,0.773671072,0,0,0.758099792
ENSDARG00000060480,ubr1,protein_coding,17,0,0,0,0
ENSDARG00000074730,pkmyt1,protein_coding,12,0.773671072,1.36207273,1.323745211,1.252490209
ENSDARG00000052638,fam210b,protein_coding,6,7.215288574,6.948394055,6.781076832,6.671352641
ENSDARG00000010008,vim,protein_coding,24,1.940526903,1.746662492,0.808653096,1.912667577
ENSDARG00000098349,hdac4,protein_coding,9,1.940526903,1.746662492,2.250317981,1.620016101
ENSDARG00000098923,zgc:173577,protein_coding,3,0.773671072,0,0,0
ENSDARG00000069274,ighmbp2,protein_coding,18,0,0.836143193,0,0
ENSDARG00000035869,azin1b,protein_coding,19,0.773671072,0,0,0
ENSDARG00000069280,tsen15,protein_coding,2,2.884896928,3.919805363,3.324652912,3.319964727
ENSDARG00000101963,tmem141,protein_coding,5,2.394428303,0.836143193,2.002271038,1.912667577
ENSDARG00000070866,tmem11,protein_coding,3,4.691339212,4.750282091,5.025302018,4.874881725
ENSDARG00000022101,obscnb,protein_coding,24,0,1.36207273,0,1.252490209
ENSDARG00000105711,or113-2,protein_coding,15,0,0,0.808653096,0
ENSDARG00000089429,si:dkey-205h13.2,protein_coding,23,1.645629537,0.836143193,1.323745211,0
ENSDARG00000009194,col16a1,protein_coding,19,0,0.836143193,1.323745211,0
ENSDARG00000105367,si:dkey-88n24.11,protein_coding,7,0.773671072,0,0,0
ENSDARG00000043746,nrxn3a,protein_coding,17,2.577078717,1.36207273,0.808653096,2.363891357
ENSDARG00000057699,styx,protein_coding,17,2.884896928,3.486524492,1.702536188,2.545679527
ENSDARG00000055945,asph,protein_coding,2,2.739181937,3.381733771,4.132137459,3.59218012
ENSDARG00000094216,si:ch1073-186o8.3,protein_coding,3,0,0.836143193,0,0
ENSDARG00000096792,BX004999.1,antisense,3,4.730429268,4.946745031,5.025302018,4.487300355
ENSDARG00000062060,gmeb1,protein_coding,19,1.645629537,2.050008648,0.808653096,1.252490209
ENSDARG00000095904,prpf31,protein_coding,16,3.017235177,2.050008648,2.002271038,0.758099792
ENSDARG00000059048,mpzl1l,protein_coding,10,0,0,0,0
ENSDARG00000103409,uhrf1,protein_coding,22,1.645629537,0,1.702536188,1.620016101
ENSDARG00000019311,fbxo30b,protein_coding,23,0.773671072,0,0,0
ENSDARG00000102960,vps54,protein_coding,1,2.394428303,2.699751035,1.702536188,2.155848877
ENSDARG00000105584,slc8b1,protein_coding,7,0.773671072,0.836143193,0,0
ENSDARG00000034518,trdmt1,protein_coding,24,2.185255295,2.050008648,0.808653096,2.155848877
ENSDARG00000075189,cntnap5b,protein_coding,22,1.645629537,0,0,1.252490209
ENSDARG00000100803,zgc:113443,protein_coding,3,0,0.836143193,0,0
ENSDARG00000074812,fhdc1,protein_coding,1,0.773671072,0,0,0
ENSDARG00000011473,calcrla,protein_coding,9,3.017235177,3.146119373,2.002271038,2.707103416
